department,focus_group,pain_points,source,processed_text,sentiment
NBD,NBD Data Team,Better case management: Reminder dates as actions in IPS for inspection. Confusing with others being inspections,worksheet,Better case management: Reminder dates as actions in IPS for inspection. Confusing with others being inspections,negative
NBD,NBD Data Team,Lack of clear way to link cases,worksheet,Lack of clear way to link cases,negative
NBD,NBD Data Team,Lack of data validation for user defined attributes,worksheet,Lack of data validation for user defined attributes,negative
NBD,NBD Data Team,"I spend several hours a week updating IPS on the front-end, manually.",worksheet,"I spend several hours a week updating IPS on the front-end, manually.",negative
NBD,NBD Data Team,Workflow capabilities limited,worksheet,Workflow capabilities limited,negative
NBD,NBD Data Team,Systems are siloed (IPS can't communicate with other systems well),worksheet,Systems are siloed (IPS can't communicate with other systems well),negative
NBD,NBD Data Team,Units! Subparcels,worksheet,Units! Subparcels,negative
NBD,NBD Data Team,No data validation!,worksheet,No data validation!,negative
NBD,NBD Data Team,We can only update on the front-end and have to request the vendor do batch updates,worksheet,We can only update on the front-end and have to request the vendor do batch updates,negative
NBD,NBD Data Team,System is buggy but updates are slow and complicated ( [PERSON] talked about this too),worksheet,System is buggy but updates are slow and complicated ( [PERSON] talked about this too),negative
NBD,NBD Data Team,"Resubs are so hard to find the related parcel, and there's minimal automated processes for migrating cases, attributes, etc. to the new parcel. This complicates managing other programs",worksheet,"Resubs are so hard to find the related parcel, and there's minimal automated processes for migrating cases, attributes, etc. to the new parcel. This complicates managing other programs",negative
NBD,NBD Internal,Some ERP referrals do not show up in the desk review section on home page,worksheet,Some ERP referrals do not show up in the desk review section on home page,negative
NBD,NBD Internal,Cannot select from drop-down the type of referrals,worksheet,Cannot select from drop-down the type of referrals,negative
NBD,NBD Internal,Need a system for DSS referral (refugee resettlement),worksheet,Need a system for DSS referral (refugee resettlement),negative
NBD,NBD Internal,non–chronological on the view page of when cases are open at the address look up,worksheet,non–chronological on the view page of when cases are open at the address look up,negative
NBD,NBD Internal,Property research: inability to pull information from county clerk database,worksheet,Property research: inability to pull information from county clerk database,negative
NBD,NBD Internal,Contact book abyss,worksheet,Contact book abyss,positive
NBD,NBD Internal,If you open a complaint while in another,worksheet,If you open a complaint while in another,negative
NBD,NBD Internal,Lack of automation for data entry,worksheet,Lack of automation for data entry,negative
NBD,NBD Internal,Different systems for each thing,worksheet,Different systems for each thing,negative
NBD,NBD Internal,Switch to camino has made information harder to find cross system,worksheet,Switch to camino has made information harder to find cross system,negative
NBD,NBD Internal,No cross-departmental usage,worksheet,No cross-departmental usage,negative
NBD,NBD Internal,Runs slow when trying to enter a spreadsheet of data by hand,worksheet,Runs slow when trying to enter a spreadsheet of data by hand,negative
NBD,NBD Internal,Random crashes / restarts,worksheet,Random crashes / restarts,negative
DOCE,Admin Aide,M: Unhandled exception error – entered complaint case and crashes,meeting_notes,M: Unhandled exception error – entered complaint case and crashes,negative
DOCE,Admin Aide,IPS crash 2-3 times per day,meeting_notes,IPS crash 2-3 times per day,negative
DOCE,Admin Aide,S: Scheduling When person supposed to be in a certain error,meeting_notes,S: Scheduling When person supposed to be in a certain error,negative
DOCE,Admin Aide,"Not all explicitly told at the same time who is doing what e.. Pat C. commercial electrical and building inspector supposed to be doing what Pat was doing, but no one aware",meeting_notes,"Not all explicitly told at the same time who is doing what e.. Pat C. commercial electrical and building inspector supposed to be doing what Pat was doing, but no one aware",negative
DOCE,Admin Aide,"Periodic Insp module for Rental Registry – annoying, unorganized",meeting_notes,"Periodic Insp module for Rental Registry – annoying, unorganized",negative
DOCE,Admin Aide,Inspector names not alphabetized,meeting_notes,Inspector names not alphabetized,negative
DOCE,Admin Aide,Scheduling appointment – that is alphabetized,meeting_notes,Scheduling appointment – that is alphabetized,negative
DOCE,Admin Aide,Inspection schedule and inspection note,meeting_notes,Inspection schedule and inspection note,positive
DOCE,Admin Aide,Only use 2 out of the 20 options – actions in the drop-down in the periodic module,meeting_notes,Only use 2 out of the 20 options – actions in the drop-down in the periodic module,negative
DOCE,Admin Aide,Default options in complaint module always pre-populated – would be helpful for it to autofill,meeting_notes,Default options in complaint module always pre-populated – would be helpful for it to autofill,negative
DOCE,Admin Aide,"Each appointment – have to schedule in 2-3 places (Outlooks, Periodic module) - if all calendars could be auto-filled that would be helpful",meeting_notes,"Each appointment – have to schedule in 2-3 places (Outlooks, Periodic module) - if all calendars could be auto-filled that would be helpful",negative
DOCE,Admin Aide,"CofU or CofI – would be nice if all inspectors could collaborate on it, rather than setting up individually",meeting_notes,"CofU or CofI – would be nice if all inspectors could collaborate on it, rather than setting up individually",negative
DOCE,Admin Aide,"Building, Fire, Electrical – schedule each individually",meeting_notes,"Building, Fire, Electrical – schedule each individually",positive
DOCE,Admin Aide,Our phones are on a time limit – 5min max – drops automatically – IT has known about this issue – people call back and yell because they think they hung up,meeting_notes,Our phones are on a time limit – 5min max – drops automatically – IT has known about this issue – people call back and yell because they think they hung up,negative
DOCE,Admin Aide,4-5 properties scheduling inspections for – call will drop because time consuming to schedule each one,meeting_notes,4-5 properties scheduling inspections for – call will drop because time consuming to schedule each one,negative
DOCE,Admin Aide,20 calls dropped between 4 of them one week,meeting_notes,20 calls dropped between 4 of them one week,negative
DOCE,Admin Aide,20min wasted time due to phones,meeting_notes,20min wasted time due to phones,negative
DOCE,Admin Aide,J: IPS crashing Loud sighs BAA ticketing – processes seem inconsistant and stupid – BAA would send back a ticket with a minor correction i.e. period off or missing letter 't' [PERSON],meeting_notes,J: IPS crashing Loud sighs BAA ticketing – processes seem inconsistant and stupid – BAA would send back a ticket with a minor correction i.e. period off or missing letter 't' [PERSON],negative
DOCE,Admin Aide,Find ticket – make a single character edit,meeting_notes,Find ticket – make a single character edit,negative
DOCE,Admin Aide,They could edit it on their end,meeting_notes,They could edit it on their end,negative
DOCE,Admin Aide,"Problem because inspector should sign, then inspector could edit it – delay by days",meeting_notes,"Problem because inspector should sign, then inspector could edit it – delay by days",negative
DOCE,Admin Aide,BAA inconsistent – send back tickets for taking out a care/of line or making it a second line or saying Image Mate has 2 people listed but – but only cited one person,meeting_notes,BAA inconsistent – send back tickets for taking out a care/of line or making it a second line or saying Image Mate has 2 people listed but – but only cited one person,negative
