department,focus_group,pain_points,source,processed_text
NBD,NBD Internal,non–chronological on the view page of when cases are open at the address look up,worksheet,non–chronological on the view page of when cases are open at the address look up
NBD,NBD Internal,Property research: inability to pull information from county clerk database,worksheet,Property research: inability to pull information from county clerk database
NBD,NBD Internal,Contact book abyss,worksheet,Contact book abyss
NBD,NBD Internal,If you open a complaint while in another,worksheet,If you open a complaint while in another
NBD,NBD Internal,Lack of automation for data entry,worksheet,Lack of automation for data entry
NBD,NBD Internal,Different systems for each thing,worksheet,Different systems for each thing
NBD,NBD Internal,Switch to camino has made information harder to find cross system,worksheet,Switch to camino has made information harder to find cross system
NBD,NBD Internal,No cross-departmental usage,worksheet,No cross-departmental usage
NBD,NBD Internal,Runs slow when trying to enter a spreadsheet of data by hand,worksheet,Runs slow when trying to enter a spreadsheet of data by hand
NBD,NBD Internal,Random crashes / restarts,worksheet,Random crashes / restarts
DOCE,Admin Aide,M: Unhandled exception error – entered complaint case and crashes,meeting_notes,M: Unhandled exception error – entered complaint case and crashes
DOCE,Admin Aide,IPS crash 2-3 times per day,meeting_notes,IPS crash 2-3 times per day
DOCE,Admin Aide,S: Scheduling When person supposed to be in a certain error,meeting_notes,S: Scheduling When person supposed to be in a certain error
DOCE,Admin Aide,"Not all explicitly told at the same time who is doing what e.. Pat C. commercial electrical and building inspector supposed to be doing what Pat was doing, but no one aware",meeting_notes,"Not all explicitly told at the same time who is doing what e.. Pat C. commercial electrical and building inspector supposed to be doing what Pat was doing, but no one aware"
DOCE,Admin Aide,"Periodic Insp module for Rental Registry – annoying, unorganized",meeting_notes,"Periodic Insp module for Rental Registry – annoying, unorganized"
DOCE,Admin Aide,Inspector names not alphabetized,meeting_notes,Inspector names not alphabetized
DOCE,Admin Aide,Scheduling appointment – that is alphabetized,meeting_notes,Scheduling appointment – that is alphabetized
DOCE,Admin Aide,Inspection schedule and inspection note,meeting_notes,Inspection schedule and inspection note
DOCE,Admin Aide,Only use 2 out of the 20 options – actions in the drop-down in the periodic module,meeting_notes,Only use 2 out of the 20 options – actions in the drop-down in the periodic module
DOCE,Admin Aide,Default options in complaint module always pre-populated – would be helpful for it to autofill,meeting_notes,Default options in complaint module always pre-populated – would be helpful for it to autofill
DOCE,Admin Aide,"Each appointment – have to schedule in 2-3 places (Outlooks, Periodic module) - if all calendars could be auto-filled that would be helpful",meeting_notes,"Each appointment – have to schedule in 2-3 places (Outlooks, Periodic module) - if all calendars could be auto-filled that would be helpful"
DOCE,Admin Aide,"CofU or CofI – would be nice if all inspectors could collaborate on it, rather than setting up individually",meeting_notes,"CofU or CofI – would be nice if all inspectors could collaborate on it, rather than setting up individually"
DOCE,Admin Aide,"Building, Fire, Electrical – schedule each individually",meeting_notes,"Building, Fire, Electrical – schedule each individually"
DOCE,Admin Aide,Our phones are on a time limit – 5min max – drops automatically – IT has known about this issue – people call back and yell because they think they hung up,meeting_notes,Our phones are on a time limit – 5min max – drops automatically – IT has known about this issue – people call back and yell because they think they hung up
DOCE,Admin Aide,4-5 properties scheduling inspections for – call will drop because time consuming to schedule each one,meeting_notes,4-5 properties scheduling inspections for – call will drop because time consuming to schedule each one
DOCE,Admin Aide,20 calls dropped between 4 of them one week,meeting_notes,20 calls dropped between 4 of them one week
DOCE,Admin Aide,20min wasted time due to phones,meeting_notes,20min wasted time due to phones
DOCE,Admin Aide,J: IPS crashing Loud sighs BAA ticketing – processes seem inconsistant and stupid – BAA would send back a ticket with a minor correction i.e. period off or missing letter 't' [PERSON],meeting_notes,J: IPS crashing Loud sighs BAA ticketing – processes seem inconsistant and stupid – BAA would send back a ticket with a minor correction i.e. period off or missing letter 't' [PERSON]
DOCE,Admin Aide,Find ticket – make a single character edit,meeting_notes,Find ticket – make a single character edit
DOCE,Admin Aide,They could edit it on their end,meeting_notes,They could edit it on their end
DOCE,Admin Aide,"Problem because inspector should sign, then inspector could edit it – delay by days",meeting_notes,"Problem because inspector should sign, then inspector could edit it – delay by days"
DOCE,Admin Aide,BAA inconsistent – send back tickets for taking out a care/of line or making it a second line or saying Image Mate has 2 people listed but – but only cited one person,meeting_notes,BAA inconsistent – send back tickets for taking out a care/of line or making it a second line or saying Image Mate has 2 people listed but – but only cited one person
DOCE,Admin Aide,"Address for owner legit address – deed search and on Image Mate, who we sent violation notice to",meeting_notes,"Address for owner legit address – deed search and on Image Mate, who we sent violation notice to"
DOCE,Admin Aide,"BAA tried to send to PO Box – didn't go through – couldn't serve it twice, denied ticket and sent it back",meeting_notes,"BAA tried to send to PO Box – didn't go through – couldn't serve it twice, denied ticket and sent it back"
DOCE,Admin Aide,His work around – said Law verify address,meeting_notes,His work around – said Law verify address
DOCE,Admin Aide,"S: Limit on tabs IPS can handle- multi-task – may have 7 tabs open, upload documents, tabs open – when that error comes up – is there a limit to tabs before crashes? On average ~10 complaint cases open",meeting_notes,"S: Limit on tabs IPS can handle- multi-task – may have 7 tabs open, upload documents, tabs open – when that error comes up – is there a limit to tabs before crashes? On average ~10 complaint cases open"
DOCE,Admin Aide,Managing multiple tools – is that frustrating? Could be a more efficient way to have all the things they use. Shawn: very analog so doesn't know what that would look like GIS map,meeting_notes,Managing multiple tools – is that frustrating? Could be a more efficient way to have all the things they use. Shawn: very analog so doesn't know what that would look like GIS map
DOCE,Admin Aide,Deed search – if inspectors listed with parcel info,meeting_notes,Deed search – if inspectors listed with parcel info
DOCE,Admin Aide,Would save time if all info on catchment map were in IPS on the parcel – but still wouldn't have geographic context,meeting_notes,Would save time if all info on catchment map were in IPS on the parcel – but still wouldn't have geographic context
DOCE,Admin Aide,"M: Pixel perfect when searching by address in AS400 – very difficult, functionality atrocious, like the aesthetic",meeting_notes,"M: Pixel perfect when searching by address in AS400 – very difficult, functionality atrocious, like the aesthetic"
DOCE,Admin Aide,"J: AS400 – uses it for water billing, goes to view wtr history and won't go anywhere – will go 'long way' - additional 3 steps – even then sometimes it's not there",meeting_notes,"J: AS400 – uses it for water billing, goes to view wtr history and won't go anywhere – will go 'long way' - additional 3 steps – even then sometimes it's not there"
DOCE,Admin Aide,Only more annoying because,meeting_notes,Only more annoying because
DOCE,Admin Aide,[PERSON] gave long list of address changes – updating owner addresses in AS400 and in IPS,meeting_notes,[PERSON] gave long list of address changes – updating owner addresses in AS400 and in IPS
DOCE,Admin Aide,Updating address only annoying,meeting_notes,Updating address only annoying
