expectations,department,focus_group,source,final_category,sentiment,Category,Category_Confidence,Category_Method,Cluster_Label,Cluster,Cluster_Size,Cluster_Purity,Cluster_Purity_Adj,Category_Confidence,Category_Confidence_Norm,Assign_Status
"Technology – Likes Many ways to search – address, owner name",CPC,CPC,meeting_notes,User Experience & Performance,positive,User Experience & Performance,4.0,keyword,Records & Document Management,14,37,0.5135135135135135,0.4748677248677248,4.0,0.39967624761738063,HDBSCAN cluster
Likes ability to see pictures – helpful for verifying violations,CPC,CPC,meeting_notes,Case Management,positive,Case Management,6.0,keyword,Records & Document Management,4,24,0.4583333333333333,0.41187739463601536,6.0,0.5995143714260709,HDBSCAN cluster
Inspections are in Camino,DOCE,CPO-Coordinators,meeting_notes,Case Management,positive,Case Management,4.0,keyword,Scheduling & Resource Management,16,28,0.32142857142857145,0.28647586980920314,4.0,0.39967624761738063,Soft-assigned
Ideally could all be within the system,DOCE,CPO-Coordinators,meeting_notes,System Integration,positive,System Integration,0.3993068337440491,semantic,System Integration,6,13,0.6923076923076923,0.5267489711934156,0.3993068337440491,0.039898364239699696,HDBSCAN cluster
Technology Likes: Ownership tabs in IPS – sometimes when updating owner – sometimes 10 different,DOCE,CPO-Coordinators,meeting_notes,User Experience & Performance,positive,User Experience & Performance,3.0,keyword_low,System Integration,2,34,0.4117647058823529,0.37132003798670465,3.0,0.29975718571303545,HDBSCAN cluster
Issues/Frustrations Can group permits using case number in IPS – nice features,FPB,Fire,meeting_notes,Case Management,positive,Case Management,8.293761610984802,keyword_semantic_agree,Case Management,1,38,0.6578947368421053,0.6012058570198104,8.293761610984802,0.8287048798278719,HDBSCAN cluster
Technology Likes Can assign Plan Reviewer – shows assignments – can write an update and follow back up on it,FPB,Fire,meeting_notes,Reporting & Decision Support,positive,Reporting & Decision Support,0.41836461424827576,semantic,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.41836461424827576,0.041802599789660944,HDBSCAN cluster
Automatically add an assignment would be nice,FPB,Fire,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,0.3123031556606293,semantic_fallback,User Experience & Performance,5,61,0.3442622950819672,0.3305274971941639,0.3123031556606293,0.03120503834337676,HDBSCAN cluster
Chief: Home inspection software – guides you through the inspection process and all available on the phone,FPB,Fire,meeting_notes,Case Management,positive,Case Management,6.0,keyword,Scheduling & Resource Management,16,28,0.32142857142857145,0.28647586980920314,6.0,0.5995143714260709,HDBSCAN cluster
"[PERSON] is a fire inspector, lots of experience, she would prefer to go through her for this part",FPB,Fire,meeting_notes,Communication & Collaboration,positive,Communication & Collaboration,0.29024797677993774,semantic_fallback,Training & Documentation,15,17,0.35294117647058826,0.2798821548821549,0.29024797677993774,0.029001305559485536,HDBSCAN cluster
Parkside – brings up many cases,DOCE,Housing Inspectors,meeting_notes,Case Management,positive,Case Management,4.168759316205978,keyword_semantic_agree,Case Management,12,21,0.42857142857142855,0.37891737891737887,4.168759316205978,0.41653852018030074,HDBSCAN cluster
Lead map is helpful,DOCE,Housing Inspectors,meeting_notes,System Integration,positive,System Integration,0.20663118362426758,semantic_fallback,Case Management,12,21,0.42857142857142855,0.37891737891737887,0.20663118362426758,0.020646394027921303,HDBSCAN cluster
Dan will p [PERSON] just checks for RR inspector case – Dan switches case to [PERSON] when complete and he finds,DOCE,Housing Inspectors,meeting_notes,Records & Document Management,positive,Records & Document Management,3.0,keyword_low,Training & Documentation,15,17,0.35294117647058826,0.2798821548821549,3.0,0.29975718571303545,Soft-assigned
Escalation is pretty fast with Edmunds – can always reach out directly to Reid,IT,IT,meeting_notes,Communication & Collaboration,positive,Communication & Collaboration,0.20083178579807281,semantic_fallback,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,0.20083178579807281,0.020066923637517824,HDBSCAN cluster
Risks from a legal perspective,IT,IT,meeting_notes,Case Management,positive,Case Management,0.20477449893951416,semantic_fallback,Case Management,12,21,0.42857142857142855,0.37891737891737887,0.20477449893951416,0.020460875835968576,Soft-assigned
Sometimes Codes will send folks home,IT,IT,meeting_notes,Case Management,positive,Case Management,2.0,keyword_low,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,2.0,0.19983812380869032,Soft-assigned
Technology System Performance Being used every day. Performance is what it is – users have to wait to upload,IT,IT,meeting_notes,User Experience & Performance,positive,User Experience & Performance,6.44631153345108,keyword_semantic_agree,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,6.44631153345108,0.6441094011655927,HDBSCAN cluster
Data Migration Going to be a big effort,IT,IT,meeting_notes,Data Management & Visibility,positive,Data Management & Visibility,10.303045153617859,keyword_semantic_agree,Data Management & Visibility,10,12,0.6666666666666666,0.49564270152505446,10.303045153617859,1.0,HDBSCAN cluster
See what kind of effort it's going to be,IT,IT,meeting_notes,User Experience & Performance,positive,User Experience & Performance,0.14400506019592285,semantic_fallback,Records & Document Management,4,24,0.4583333333333333,0.41187739463601536,0.14400506019592285,0.014388850524255366,HDBSCAN cluster
"Ideally, we have those historical records transformed into new system schema",IT,IT,meeting_notes,Records & Document Management,positive,Records & Document Management,7.0,keyword,Data Management & Visibility,10,12,0.6666666666666666,0.49564270152505446,7.0,0.6994334333304161,HDBSCAN cluster
Improvement: Water records not in IPS,Law,Law,meeting_notes,Records & Document Management,positive,Records & Document Management,7.275246053934097,keyword_semantic_agree,System Integration,2,34,0.4117647058823529,0.37132003798670465,7.275246053934097,0.7269357608323839,HDBSCAN cluster
"C: noticed that, process improvement: calendar integration tickle date .",NBD,NBD Data Team,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,11.387879252433777,keyword_semantic_agree,Scheduling & Resource Management,0,16,0.8125,0.640652557319224,11.387879252433777,1.0,HDBSCAN cluster
"R: better case management tool for tailored to individual users, day wise for inspector eg i am gonna do this type of cases today. High level reporting capabilities for leadership, outstanding backlog, time to resolve, prompts to move things forward. Direct sched for applicant for RR, inspection doesnt get sched build that into application process. Some small things should stop. Accountability on owner to do it. C: l",NBD,NBD Data Team,meeting_notes,Case Management,positive,Case Management,13.0,keyword,Case Management,1,38,0.6578947368421053,0.6012058570198104,13.0,1.0,HDBSCAN cluster
Interdepartmental access – being able to see what other people are inputting is helpful,NBD,NBD Internal,meeting_notes,Communication & Collaboration,positive,Communication & Collaboration,0.4318442940711975,semantic,User Experience & Performance,5,61,0.3442622950819672,0.3305274971941639,0.4318442940711975,0.04314947675233822,HDBSCAN cluster
Unclear what Law does or uses,NBD,NBD Internal,meeting_notes,Workflow & Business Processes,positive,Workflow & Business Processes,2.0,keyword_low,Case Management,12,21,0.42857142857142855,0.37891737891737887,2.0,0.19983812380869032,Soft-assigned
"Positives: Interface is intuitive, likes overview of property on page, ability for tickle dates and reminders (e.g. reminder to follow up on CA FP referrals) - helpful for code compliance and history – seeing deadlines and comply by dates",NBD,NBD Internal,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,12.0,keyword,Records & Document Management,4,24,0.4583333333333333,0.41187739463601536,12.0,1.0,HDBSCAN cluster
Pulling data from multiple cases is nice as well,NBD,NBD Internal,meeting_notes,Case Management,positive,Data Management & Visibility,5.0,keyword,Case Management,1,38,0.6578947368421053,0.6012058570198104,5.0,0.49959530952172576,HDBSCAN cluster
Technology – Likes All users can leave notes in Codes staff notes - helpful,NBD,NBD Internal,meeting_notes,Records & Document Management,positive,Records & Document Management,6.0,keyword,Records & Document Management,7,30,0.3,0.2841269841269841,6.0,0.5995143714260709,HDBSCAN cluster
Likes: We were in control.,NBD,NBD Internal,meeting_notes,Communication & Collaboration,positive,Communication & Collaboration,0.17556226253509521,semantic_fallback,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.17556226253509521,0.017542016578311077,HDBSCAN cluster
Other platforms to explore:,OCHD,OCHD,meeting_notes,User Experience & Performance,positive,User Experience & Performance,0.32933467626571655,semantic,Noise / unclustered,-1,17,,,0.32933467626571655,0.032906811905041605,Unclustered
Chautauqua uses planning platform and build modules from there,OCHD,OCHD,meeting_notes,User Experience & Performance,positive,User Experience & Performance,4.0,keyword,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,4.0,0.39967624761738063,HDBSCAN cluster
Would love a universal database within county - one master property-based universe,OCHD,OCHD,meeting_notes,Data Management & Visibility,positive,Data Management & Visibility,4.0,keyword,Data Management & Visibility,13,22,0.3181818181818182,0.27503429355281206,4.0,0.39967624761738063,HDBSCAN cluster
"Company Cam: for capturing images for inspections, follow up, images underway. Generates links they can use for sharing images with DOCE",OCHD,OCHD,meeting_notes,Case Management,positive,Case Management,7.0,keyword,Records & Document Management,4,24,0.4583333333333333,0.41187739463601536,7.0,0.6994334333304161,HDBSCAN cluster
"Images are immediately available after taken in field, can create a project or tag, view in real-time what inspectors are seeing, ability to share + more capabilities than they've even tapped into",OCHD,OCHD,meeting_notes,Records & Document Management,positive,Records & Document Management,4.0,keyword,Records & Document Management,4,24,0.4583333333333333,0.41187739463601536,4.0,0.39967624761738063,HDBSCAN cluster
"Redcap: for dedicated projects but not for inspections. Use it for Healthy Neighborhood visits, tracking registration for training, and testing",OCHD,OCHD,meeting_notes,Training & Documentation,positive,Training & Documentation,10.0,keyword,Scheduling & Resource Management,16,28,0.32142857142857145,0.28647586980920314,10.0,0.9991906190434515,HDBSCAN cluster
"Teletask: Communication platform, allows to bulk text. Use it for testing appointments and reminders. Talking about incorporating to NYSRR for reminders for appointments. Ability to attach records for signing. WIC uses it extensively",OCHD,OCHD,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,9.0,keyword,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,9.0,0.8992715571391064,HDBSCAN cluster
"Docusign: Embed into work so docs can be signed electronically - ability to use in CompanyCam now, send work scopes out for owner bid selection",OCHD,OCHD,meeting_notes,Records & Document Management,positive,Records & Document Management,0.3434526324272156,semantic,Records & Document Management,4,24,0.4583333333333333,0.41187739463601536,0.3434526324272156,0.034317464840705254,HDBSCAN cluster
Informative to help guide their work when looking to see what's involved on backend,OCHD,OCHD,meeting_notes,Reporting & Decision Support,positive,Reporting & Decision Support,0.4303191602230072,semantic,Records & Document Management,7,30,0.3,0.2841269841269841,0.4303191602230072,0.042997086808948475,HDBSCAN cluster
Look Before You Rent has been one of the best improvements made to make info available,OCHD,OCHD,meeting_notes,Records & Document Management,positive,Records & Document Management,0.1951570361852646,semantic_fallback,Case Management,12,21,0.42857142857142855,0.37891737891737887,0.1951570361852646,0.01949990797966398,HDBSCAN cluster
"Helpful to make a directed request for rental inspection for instance (workflow that triggers notification to city's LHCO). County often finding they are the first inspection at that property. Or property is a rental but not flagged as such. [PERSON] does initial entry in IPS after Notice and Demand is sent, opportunity to communicate directly with Codes team.",OCHD,OCHD,meeting_notes,Workflow & Business Processes,positive,Workflow & Business Processes,7.362796932458878,keyword_semantic_agree,Case Management,12,21,0.42857142857142855,0.37891737891737887,7.362796932458878,0.7356837624834812,HDBSCAN cluster
Appreciate that everything is connected to the parcel,OCHD,OCHD,meeting_notes,Communication & Collaboration,positive,Communication & Collaboration,4.0,keyword,Records & Document Management,14,37,0.5135135135135135,0.4748677248677248,4.0,0.39967624761738063,HDBSCAN cluster
Improvement: Ensure PM or agent generated in new cases*,DOCE,Office Managers,meeting_notes,Case Management,positive,Case Management,4.1399950832128525,keyword_semantic_agree,Scheduling & Resource Management,16,28,0.32142857142857145,0.28647586980920314,4.1399950832128525,0.4136644250032296,HDBSCAN cluster
Would be nice to see previous addresses,DOCE,Office Managers,meeting_notes,Records & Document Management,positive,Records & Document Management,2.139854058623314,keyword_semantic_agree,Records & Document Management,14,37,0.5135135135135135,0.4748677248677248,2.139854058623314,0.21381221014984714,HDBSCAN cluster
"Print queue – likes the organization of it, splits up all notices – tells notices of number of that need to be printed",DOCE,Office Managers,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,0.36482661962509155,semantic,Records & Document Management,7,30,0.3,0.2841269841269841,0.36482661962509155,0.0364531335906725,HDBSCAN cluster
Especially if so many cases,DOCE,Office Managers,meeting_notes,Case Management,positive,Case Management,4.324812948703766,keyword_semantic_agree,Case Management,1,38,0.6578947368421053,0.6012058570198104,4.324812948703766,0.4321312527462451,HDBSCAN cluster
"Inspections – photos, notes",DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,Records & Document Management,positive,Records & Document Management,10.0,keyword,Scheduling & Resource Management,16,28,0.32142857142857145,0.28647586980920314,10.0,0.9991906190434515,HDBSCAN cluster
Work directly with Fire department – they work in a different,DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,Communication & Collaboration,positive,Communication & Collaboration,0.3390619456768036,semantic,Training & Documentation,15,17,0.35294117647058826,0.2798821548821549,0.3390619456768036,0.03387875153948825,HDBSCAN cluster
Do their 90% of their own scheduling,DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,10.368236482143402,keyword_semantic_agree,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,10.368236482143402,1.0,HDBSCAN cluster
5 inspections in a day,DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,Case Management,positive,Case Management,4.0,keyword,Scheduling & Resource Management,16,28,0.32142857142857145,0.28647586980920314,4.0,0.39967624761738063,HDBSCAN cluster
"Check footers, framing, electrical",DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,0.2110186219215393,semantic_fallback,Scheduling & Resource Management,16,28,0.32142857142857145,0.28647586980920314,0.2110186219215393,0.021084782746747893,HDBSCAN cluster
Get power turned on,DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,Communication & Collaboration,positive,Communication & Collaboration,0.04333360493183136,semantic_fallback,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.04333360493183136,0.004329853153722094,Soft-assigned
Email crucial to what they do and phone calls,DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,Communication & Collaboration,positive,Communication & Collaboration,10.453412592411041,keyword_semantic_agree,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,10.453412592411041,1.0,HDBSCAN cluster
For documenting stages of constructions,DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,Records & Document Management,positive,Records & Document Management,0.328166663646698,semantic,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.328166663646698,0.03279010517985683,HDBSCAN cluster
In-field access to everything,DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,Workflow & Business Processes,positive,Workflow & Business Processes,2.0,keyword_low,User Experience & Performance,5,61,0.3442622950819672,0.3305274971941639,2.0,0.19983812380869032,HDBSCAN cluster
Projects can go on for,DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,0.249921053647995,semantic_fallback,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.249921053647995,0.024971877230653177,HDBSCAN cluster
System to keep you appraised of that stuff – as good as your input is,DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,User Experience & Performance,positive,User Experience & Performance,0.30972424149513245,semantic_fallback,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.30972424149513245,0.030947355659228487,HDBSCAN cluster
Front and rear Addressing – ability to see building/mailing addresses in addition to parcel address,DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,Records & Document Management,positive,Records & Document Management,5.218984991312027,keyword_semantic_agree,Records & Document Management,14,37,0.5135135135135135,0.4748677248677248,5.218984991312027,0.5214760844247547,HDBSCAN cluster
As far as permits go – they all,DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,Case Management,positive,Case Management,6.0,keyword,Case Management,12,21,0.42857142857142855,0.37891737891737887,6.0,0.5995143714260709,HDBSCAN cluster
Bonus of Camino – supervisors can write,DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,System Integration,positive,System Integration,2.0,keyword_low,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,2.0,0.19983812380869032,HDBSCAN cluster
"IPS – likes the format of it – when things are overdue, they turn red and don't go away",DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,0.24980343878269196,semantic_fallback,System Integration,2,34,0.4117647058823529,0.37132003798670465,0.24980343878269196,0.024960125263646094,HDBSCAN cluster
Likes the uploading of things and being able to see,DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,User Experience & Performance,positive,User Experience & Performance,0.22783838212490082,semantic_fallback,Records & Document Management,4,24,0.4583333333333333,0.41187739463601536,0.22783838212490082,0.022765397407723813,HDBSCAN cluster
They created their own schedules,DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,5.343870759010315,keyword_semantic_agree,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,5.343870759010315,0.5339545531783716,HDBSCAN cluster
Shows up in schedule twice,DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,5.375104308128357,keyword_semantic_agree,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,5.375104308128357,0.5370753801061896,HDBSCAN cluster
There is a tab in Camino to just look at roofs – that is nice,DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,User Experience & Performance,positive,User Experience & Performance,3.0,keyword_low,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,3.0,0.29975718571303545,HDBSCAN cluster
Ideally communication between all three would be great,DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,Communication & Collaboration,positive,Communication & Collaboration,4.481382369995117,keyword_semantic_agree,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,4.481382369995117,0.44777552244458313,HDBSCAN cluster
When you issue certificate – instantly notifies them which is a nice feature,DOCE,Permit/Commercial/Electrical Inspectors,meeting_notes,Records & Document Management,positive,Records & Document Management,4.0,keyword,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,4.0,0.39967624761738063,Soft-assigned
Properties with multiple units and multiple buildings,CPO,Permits,meeting_notes,Data Management & Visibility,positive,Data Management & Visibility,3.0,keyword_low,Data Management & Visibility,13,22,0.3181818181818182,0.27503429355281206,3.0,0.29975718571303545,HDBSCAN cluster
Suggested improvement Technology Likes Makes it clear what the final plans were,CPO,Permits,meeting_notes,Records & Document Management,positive,Records & Document Management,6.0,keyword,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,6.0,0.5995143714260709,HDBSCAN cluster
Address book – contractor database is helpful,CPO,Permits,meeting_notes,Data Management & Visibility,positive,Data Management & Visibility,4.0,keyword,Records & Document Management,14,37,0.5135135135135135,0.4748677248677248,4.0,0.39967624761738063,HDBSCAN cluster
In Camino can clearly see who did what step and who to call,CPO,Permits,meeting_notes,System Integration,positive,System Integration,2.0,keyword_low,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,2.0,0.19983812380869032,HDBSCAN cluster
In a perfect world,CPO,Permits,meeting_notes,Data Management & Visibility,positive,Data Management & Visibility,0.030740445479750633,semantic_fallback,System Integration,6,13,0.6923076923076923,0.5267489711934156,0.030740445479750633,0.0030715564748583506,HDBSCAN cluster
Inspectors in two worlds now,CPO,Permits,meeting_notes,Workflow & Business Processes,positive,Workflow & Business Processes,0.2428683340549469,semantic_fallback,Scheduling & Resource Management,16,28,0.32142857142857145,0.28647586980920314,0.2428683340549469,0.024267176105041418,HDBSCAN cluster
Report capabilities for searching by dates – press button to print report of everything issued – [PERSON] is able to do that for sidewalk cafes in IPS right now – there is a report function,CPO,Permits,meeting_notes,User Experience & Performance,positive,User Experience & Performance,9.0,keyword,Records & Document Management,14,37,0.5135135135135135,0.4748677248677248,9.0,0.8992715571391064,HDBSCAN cluster
Report capabilities would be important for future system,CPO,Permits,meeting_notes,Reporting & Decision Support,positive,Reporting & Decision Support,4.586762249469757,keyword_semantic_agree,Records & Document Management,7,30,0.3,0.2841269841269841,4.586762249469757,0.4583049811452821,HDBSCAN cluster
Applicants access to certificates in Camino – not something that's available – they don't have to wait for it to be mailed out,CPO,Permits,meeting_notes,Records & Document Management,positive,Records & Document Management,8.0,keyword,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,8.0,0.7993524952347613,Soft-assigned
Common Council area – that would help with encroachment (major) for [PERSON],CPO,Permits,meeting_notes,Communication & Collaboration,positive,Communication & Collaboration,0.2914152145385742,semantic_fallback,Case Management,12,21,0.42857142857142855,0.37891737891737887,0.2914152145385742,0.02911793486134782,HDBSCAN cluster
Such a large volume to review – hours to review – keeps happening,DOCE,Supervisors,meeting_notes,Case Management,positive,Scheduling & Resource Management,0.24916093051433563,semantic_fallback,Case Management,1,38,0.6578947368421053,0.6012058570198104,0.24916093051433563,0.024895926440206145,HDBSCAN cluster
Closing older cases – case clean up needed,DOCE,Supervisors,meeting_notes,Case Management,positive,Case Management,4.4575455486774445,keyword_semantic_agree,Case Management,1,38,0.6578947368421053,0.6012058570198104,4.4575455486774445,0.44539376961973975,HDBSCAN cluster
"Open cases from staff that don't work here anymore, open cases from fire department",DOCE,Supervisors,meeting_notes,Case Management,positive,Case Management,4.411023318767548,keyword_semantic_agree,Case Management,1,38,0.6578947368421053,0.6012058570198104,4.411023318767548,0.4407453120494446,HDBSCAN cluster
Front-loading information on citywebsite and camino did help,DOCE,Supervisors,meeting_notes,Data Management & Visibility,positive,Data Management & Visibility,3.0,keyword_low,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,3.0,0.29975718571303545,HDBSCAN cluster
As far as input - happy generally,DOCE,Supervisors,meeting_notes,User Experience & Performance,positive,User Experience & Performance,0.3795822262763977,semantic,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.3795822262763977,0.03792749996510053,HDBSCAN cluster
Researching in general – would be nice to do on the spot,DOCE,Supervisors,meeting_notes,Training & Documentation,positive,Training & Documentation,0.2573143243789673,semantic_fallback,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.2573143243789673,0.02571060590649678,HDBSCAN cluster
Foundational – connection to enterprise GIS at county,DOCE,Supervisors,meeting_notes,System Integration,positive,System Integration,2.4016252160072327,keyword_semantic_agree,Data Management & Visibility,13,22,0.3181818181818182,0.27503429355281206,2.4016252160072327,0.23996813862926297,HDBSCAN cluster
Has to be at the beginning/foundational,DOCE,Supervisors,meeting_notes,Training & Documentation,positive,Training & Documentation,0.32412105798721313,semantic,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.32412105798721313,0.032385872057526195,HDBSCAN cluster
"[PERSON] ease of use, simple to train on and use",DOCE,Supervisors,meeting_notes,Training & Documentation,positive,Training & Documentation,5.0,keyword,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,5.0,0.49959530952172576,HDBSCAN cluster
People and process involved,DOCE,Supervisors,meeting_notes,Workflow & Business Processes,positive,Workflow & Business Processes,5.399040728807449,keyword_semantic_agree,Training & Documentation,15,17,0.35294117647058826,0.2798821548821549,5.399040728807449,0.5394670848057923,HDBSCAN cluster
Can't rely on software to – still need people to do their jobs,DOCE,Supervisors,meeting_notes,Workflow & Business Processes,positive,Workflow & Business Processes,0.2271992415189743,semantic_fallback,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.2271992415189743,0.02270153507795466,HDBSCAN cluster
Need more intertwined systems,DOCE,Supervisors,meeting_notes,System Integration,positive,System Integration,0.466559499502182,semantic,System Integration,6,13,0.6923076923076923,0.5267489711934156,0.466559499502182,0.046618187512818814,HDBSCAN cluster
Need some data consolidation and migration,DOCE,Supervisors,meeting_notes,Data Management & Visibility,positive,Data Management & Visibility,6.309237897396088,keyword_semantic_agree,Data Management & Visibility,10,12,0.6666666666666666,0.49564270152505446,6.309237897396088,0.6304131320391602,HDBSCAN cluster
Add another system – more places for things,DOCE,Supervisors,meeting_notes,System Integration,positive,System Integration,0.40697717666625977,semantic,System Integration,6,13,0.6923076923076923,0.5267489711934156,0.40697717666625977,0.040664777708971624,HDBSCAN cluster
"Ability to pay BAA tickets directly, even if it links to invoice cloud",DOCE,Supervisors,meeting_notes,Case Management,positive,Case Management,10.0,keyword,Case Management,3,14,0.5,0.4132553606237817,10.0,0.9991906190434515,HDBSCAN cluster
IPS “treasure map” to find,DOCE,Zoning,meeting_notes,Records & Document Management,positive,Records & Document Management,3.229557439684868,keyword_semantic_agree,System Integration,2,34,0.4117647058823529,0.37132003798670465,3.229557439684868,0.3226943497395108,HDBSCAN cluster
Ideal: Integration between IPS and OnBase,DOCE,Zoning,meeting_notes,System Integration,positive,System Integration,2.423002153635025,keyword_semantic_agree,System Integration,2,34,0.4117647058823529,0.37132003798670465,2.423002153635025,0.24210410218341968,HDBSCAN cluster
"Communication – Permits works closely – Camino or Teams/Email, get pinged in Camino – get a lot of Camino",DOCE,Zoning,meeting_notes,Case Management,positive,Case Management,6.0,keyword,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,6.0,0.5995143714260709,HDBSCAN cluster
Would be very nice to,DOCE,Zoning,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,0.023898961022496223,semantic_fallback,Records & Document Management,7,30,0.3,0.2841269841269841,0.023898961022496223,0.002387961765856332,HDBSCAN cluster
New system for CE,DOCE,Zoning,meeting_notes,System Integration,positive,System Integration,0.3449718952178955,semantic,System Integration,6,13,0.6923076923076923,0.5267489711934156,0.3449718952178955,0.034469268153536174,HDBSCAN cluster
Code inspectors – proactive with enforcement on zoning side,DOCE,Zoning,meeting_notes,Workflow & Business Processes,positive,Workflow & Business Processes,0.27407118678092957,semantic_fallback,Scheduling & Resource Management,16,28,0.32142857142857145,0.28647586980920314,0.27407118678092957,0.027384935878161046,HDBSCAN cluster
Technology Likes/dislikes IPS does well: summary sheets for zoning comments – manually copy/paste reviewer comments (helpful that form is in IPS and does generate),DOCE,Zoning,meeting_notes,Communication & Collaboration,positive,Communication & Collaboration,3.0,keyword_low,Records & Document Management,7,30,0.3,0.2841269841269841,3.0,0.29975718571303545,HDBSCAN cluster
Date management – status date,DOCE,Zoning,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,2.364152193069458,keyword_semantic_agree,Scheduling & Resource Management,0,16,0.8125,0.640652557319224,2.364152193069458,0.23622386933060052,HDBSCAN cluster
Likes ability to filter in Camino,DOCE,Zoning,meeting_notes,Records & Document Management,positive,Records & Document Management,2.0,keyword_low,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,2.0,0.19983812380869032,HDBSCAN cluster
"Cleaned up version of things they care about – noting I'm, document things relevant to zoning",DOCE,Zoning,meeting_notes,Records & Document Management,positive,Records & Document Management,5.4046052396297455,keyword_semantic_agree,Case Management,12,21,0.42857142857142855,0.37891737891737887,5.4046052396297455,0.5400230855071128,HDBSCAN cluster
