focus_group,pain_points,processed_text,sentiment
BAA Supervisors & Admin Aide,Ticket has QR code and it takes them into a portal that shows them all of their pictures,Ticket has QR code and it takes them into a portal that shows them all of their pictures,positive
BAA Supervisors & Admin Aide,Constituents can’t access photos currently – security concerns with IPS,Constituents can’t access photos currently – security concerns with IPS,negative
BAA Supervisors & Admin Aide,"They can pay or dispute right online (by mail, virtual, or in person – can pick date or time if want in person, if they want virtual, they can schedule directly)","They can pay or dispute right online (by mail, virtual, or in person – can pick date or time if want in person, if they want virtual, they can schedule directly)",positive
BAA Supervisors & Admin Aide,Currently – doing virtual in teams and scheduling in person in Word,Currently – doing virtual in teams and scheduling in person in Word,negative
BAA Supervisors & Admin Aide,"Ideally could schedule across BAA, inspector, PO","Ideally could schedule across BAA, inspector, PO",negative
BAA Supervisors & Admin Aide,On that date/time - pop up and record and automatically be in the case,On that date/time - pop up and record and automatically be in the case,negative
BAA Supervisors & Admin Aide,"Right now if done on Team, save recording and on OneDrive, not linked to case in IPS. In person hearing, doing handheld records. Someone manually pulls off and saves in a file.","Right now if done on Team, save recording and on OneDrive, not linked to case in IPS. In person hearing, doing handheld records. Someone manually pulls off and saves in a file.",positive
BAA Supervisors & Admin Aide,"Whole hearing process – ideally would be more automated for BAA staff, but also more transparent for public","Whole hearing process – ideally would be more automated for BAA staff, but also more transparent for public",positive
BAA Supervisors & Admin Aide,Shortcomings: constituents can’t see any of the evidence,Shortcomings: constituents can’t see any of the evidence,negative
BAA Supervisors & Admin Aide,All done manually by BAA staff:,All done manually by BAA staff:,negative
BAA Supervisors & Admin Aide,Notice of appearance for attorney,Notice of appearance for attorney,negative
BAA Supervisors & Admin Aide,Affidavit if LLC,Affidavit if LLC,negative
BAA Supervisors & Admin Aide,Ideally would have: Forms generation*,Ideally would have: Forms generation*,negative
BAA Supervisors & Admin Aide,"When there’s multiple violations, it gets cumbersome in IPS","When there’s multiple violations, it gets cumbersome in IPS",negative
BAA Supervisors & Admin Aide,Can’t tell which picture goes to which violation – photos not linked to violation,Can’t tell which picture goes to which violation – photos not linked to violation,negative
BAA Supervisors & Admin Aide,Ideally: infestation photo – violation – what homeowner submitted as proof of clearing it up – all linked,Ideally: infestation photo – violation – what homeowner submitted as proof of clearing it up – all linked,negative
BAA Supervisors & Admin Aide,"Often see the inspectors miss things – especially with building certs, fire certs, etc.","Often see the inspectors miss things – especially with building certs, fire certs, etc.",positive
BAA Supervisors & Admin Aide,Periodic inspections,Periodic inspections,negative
BAA Supervisors & Admin Aide,Multiple rounds of tickets – big issue,Multiple rounds of tickets – big issue,negative
BAA Supervisors & Admin Aide,"Service component – in a perfect world, BAA has nothing to do with service – ideally system helps Codes so they’re the one doing the service (has to be certified mail and personal)","Service component – in a perfect world, BAA has nothing to do with service – ideally system helps Codes so they’re the one doing the service (has to be certified mail and personal)",positive
BAA Supervisors & Admin Aide,Theoretically new system could help with certified mail tracking,Theoretically new system could help with certified mail tracking,negative
BAA Supervisors & Admin Aide,"Hearing overview sheet – list every violation – BAA doesn’t print all pictures, too cumbersome – don't indicate which image goes with which violation – may bring it up on smart screen – BAA doesn’t rely on pictures too much – rare someone contests underlying violation but would think it would be better built out to connect the two","Hearing overview sheet – list every violation – BAA doesn’t print all pictures, too cumbersome – don't indicate which image goes with which violation – may bring it up on smart screen – BAA doesn’t rely on pictures too much – rare someone contests underlying violation but would think it would be better built out to connect the two",negative
BAA Supervisors & Admin Aide,"Sometimes things missed entirely – most communication is on phones for inspectors, so none of that correspondence is captured – that is one facet","Sometimes things missed entirely – most communication is on phones for inspectors, so none of that correspondence is captured – that is one facet",negative
BAA Supervisors & Admin Aide,"Other facet, is within IPS, even if they have updates, still combining through all case notes and attachments to make sense of it","Other facet, is within IPS, even if they have updates, still combining through all case notes and attachments to make sense of it",positive
