Focus Group,Value Index,Content
DOCE Discovery Session | Supervisors Group,4,Jake: DC CE and Zoning - 18-19yrs
DOCE Discovery Session | Supervisors Group,5,Noah: Admin Supervisor - 2.5yrs
DOCE Discovery Session | Supervisors Group,6,Muj: LHCO – 2021 (5-6yrs)
DOCE Discovery Session | Supervisors Group,7,Ryan: Director CE - low 20s
DOCE Discovery Session | Supervisors Group,8,Share Out
DOCE Discovery Session | Supervisors Group,9,Role
DOCE Discovery Session | Supervisors Group,10,"Bill: New casework comes in through emails, seeclickfix, fire department – if fires occurs overnight"
DOCE Discovery Session | Supervisors Group,11,"Look at history of property, assign inspector"
DOCE Discovery Session | Supervisors Group,12,Bill handles every housing inspector – goes through Bill
DOCE Discovery Session | Supervisors Group,13,"Other departments: Fire, zoning, NBD, CPO"
DOCE Discovery Session | Supervisors Group,14,Brian: Deals with vacant issues
DOCE Discovery Session | Supervisors Group,15,Looking at contractor’s work
DOCE Discovery Session | Supervisors Group,16,Bill/Tom/Ryan covers when Brian out of the office
DOCE Discovery Session | Supervisors Group,17,Phone rings – All staff pulled in at different levels
DOCE Discovery Session | Supervisors Group,18,Strcutural – to Tom
DOCE Discovery Session | Supervisors Group,19,Seeclick fix regularly getting issues via that
DOCE Discovery Session | Supervisors Group,20,"All have lanes, but all cover"
DOCE Discovery Session | Supervisors Group,21,"Supervising staff, inspections delegated when people call in"
DOCE Discovery Session | Supervisors Group,22,Timesheets now
DOCE Discovery Session | Supervisors Group,23,"Tools: Seeclickfix, camino, phones, IPS, AS400, spreadsheets – helpful for looking at large picture"
DOCE Discovery Session | Supervisors Group,24,Jake:
DOCE Discovery Session | Supervisors Group,25,"Involved with every dept citywide – mayor’s office, elected officials, HR, county health, api/it, finance – related to things we need to do or pay for or get collaboration on, common councilors, neighborhood organizations, downtown committee, county plumbing, national grid, centro, verizon, any taxpayer or any stakeholder"
DOCE Discovery Session | Supervisors Group,26,"Tools: IPS, as400, eplan soft,onedrive, countyGIS ,catchment, codebooks, docusign, recruitment tools, hyperion, cell phones, cyclomedia, citylien/seeclikcfix, data reports, dashboards api"
DOCE Discovery Session | Supervisors Group,27,"Collaboration – phone text, email, teams"
DOCE Discovery Session | Supervisors Group,28,Noah: Closer to front-end of office – stop gap for any office/admin/documemntation processes
DOCE Discovery Session | Supervisors Group,29,"Shared a lot of what Tom has traditionally done – issuing RR/CCs, CofI, CofA, processing – day to day processing everything thatcomes in – mailing things that need to go out"
DOCE Discovery Session | Supervisors Group,30,"Citations, issuance of documents"
DOCE Discovery Session | Supervisors Group,31,"Muj: Emails, physical comms, follow up on lead specific casework, fielding emails, text communication, interfacing with officials for lead related items"
DOCE Discovery Session | Supervisors Group,32,"Public facing, interagency, and daily operations"
DOCE Discovery Session | Supervisors Group,33,"Follow up from previous day, looking at communications, informing others"
DOCE Discovery Session | Supervisors Group,34,"Review their own work – archiving received documents, centralizing"
DOCE Discovery Session | Supervisors Group,35,"Ryan: Zoning, CPO, Law/SFD, SPD, Finance, Assessment, Councilors, DPW, external sources - nearly every day dealing with external groups"
DOCE Discovery Session | Supervisors Group,36,"Day to day work changes – lot of putting it out fires, or maybe staff needs help, or responding to mayors office, emergency or something in the media"
DOCE Discovery Session | Supervisors Group,37,Main way communicates is email esp if it’s not super pressing – prefers it – phone calls can take time
DOCE Discovery Session | Supervisors Group,38,Emails – difficult with communication with documents – difficult to keep organized
DOCE Discovery Session | Supervisors Group,39,Process
DOCE Discovery Session | Supervisors Group,40,Intake/scheduling
DOCE Discovery Session | Supervisors Group,41,Inspections
DOCE Discovery Session | Supervisors Group,42,Non-compliance/referrals
DOCE Discovery Session | Supervisors Group,43,Communication/Collab
DOCE Discovery Session | Supervisors Group,44,Pain Points and Challenges
DOCE Discovery Session | Supervisors Group,45,Arborist emailed about a property – not a good address
DOCE Discovery Session | Supervisors Group,46,New garage
DOCE Discovery Session | Supervisors Group,47,Resubdivided – looking at new resubbed address – doesn't see anything – a deactivated parcel – had to figure it out – took 20 min to figure out it’s resubbed
DOCE Discovery Session | Supervisors Group,48,Generally finding something
DOCE Discovery Session | Supervisors Group,49,Identified missed permit assignment – need to put in tickle date
DOCE Discovery Session | Supervisors Group,50,"If re-inspection gets missed, 100s of cases to manage – happens a lot – gets lost"
DOCE Discovery Session | Supervisors Group,51,Working hard to get entry in – it gets missed
DOCE Discovery Session | Supervisors Group,52,Or simple as not putting yourself in the inspection
DOCE Discovery Session | Supervisors Group,53,Not a back-up for human error
DOCE Discovery Session | Supervisors Group,54,Flag if no activity in a month
DOCE Discovery Session | Supervisors Group,55,Older system – missed assignment run – could run for individual inspectors – id which don’t have dates assigned
DOCE Discovery Session | Supervisors Group,56,Broad range of issues - some inspectors struggle a lot more than others
DOCE Discovery Session | Supervisors Group,57,Such a large volume to review – hours to review – keeps happening
DOCE Discovery Session | Supervisors Group,58,Jake: Larger issue
DOCE Discovery Session | Supervisors Group,59,Missed case management from beginning of IPS until today – parcel history
DOCE Discovery Session | Supervisors Group,60,Closing older cases – case clean up needed
DOCE Discovery Session | Supervisors Group,61,"Open cases from staff that don’t work here anymore, open cases from fire department"
DOCE Discovery Session | Supervisors Group,62,Screwed if we get audited
DOCE Discovery Session | Supervisors Group,63,Change in process – something changed where it no longer counted as closed case – sit open that appear – didn't force close violations
DOCE Discovery Session | Supervisors Group,64,No way to batch update cases
DOCE Discovery Session | Supervisors Group,65,"Muj: IPS – waiting on landlords and tenants to get ducks in a row and provide documentation, or if provided, getting it in piecemeal"
DOCE Discovery Session | Supervisors Group,66,Front-loading information on citywebsite and camino did help
DOCE Discovery Session | Supervisors Group,67,Sending phone screenshots of documents frustrating
DOCE Discovery Session | Supervisors Group,68,As far as input - happy generally
DOCE Discovery Session | Supervisors Group,69,Ryan: Requests certain reports – linking violations across properties
DOCE Discovery Session | Supervisors Group,70,Can’t access directly from within the system
DOCE Discovery Session | Supervisors Group,71,Researching in general – would be nice to do on the spot
DOCE Discovery Session | Supervisors Group,72,Analyze properties or cases /owners
DOCE Discovery Session | Supervisors Group,73,Look at historical or recent behavior
DOCE Discovery Session | Supervisors Group,74,Big apartment comlexes – hard to go thrugh a Nob Hill – 4 addresses and dozens of cases
DOCE Discovery Session | Supervisors Group,75,Finding things
DOCE Discovery Session | Supervisors Group,76,"Too many systems needed – tadxes, water, zoning history, onbas, as400, micrfige (historucal data)"
DOCE Discovery Session | Supervisors Group,77,Missing information – records missing or unclear why wedon’t have it
DOCE Discovery Session | Supervisors Group,78,Data and historical info not digital or in one place -
DOCE Discovery Session | Supervisors Group,79,Technology
DOCE Discovery Session | Supervisors Group,80,Drop-down selection
DOCE Discovery Session | Supervisors Group,81,Dropbox feature for getting documents
DOCE Discovery Session | Supervisors Group,82,Foundational – connection to enterprise GIS at county
DOCE Discovery Session | Supervisors Group,83,Legal basis for CE process – parcel based
DOCE Discovery Session | Supervisors Group,84,Has to be at the beginning/foundational
DOCE Discovery Session | Supervisors Group,85,AI – has to be in there somehow
DOCE Discovery Session | Supervisors Group,86,Will always need humans to inspect and review
DOCE Discovery Session | Supervisors Group,87,Drones? Makes a lot of sense
DOCE Discovery Session | Supervisors Group,88,Ticket scanner for setouts
DOCE Discovery Session | Supervisors Group,89,"Bill: Likes that everything is one place – has the caseload builds, volume becomes tougher to manage"
DOCE Discovery Session | Supervisors Group,90,"Tom: ease of use, simple to train on and use"
DOCE Discovery Session | Supervisors Group,91,Ryan: Camino not user friendly for case management
DOCE Discovery Session | Supervisors Group,92,"If one mistake made, lost in the abyss"
DOCE Discovery Session | Supervisors Group,93,"Jake: doesn’t like that it’s on-prem – needs an app – use on field in various devices, version that work on all of it"
DOCE Discovery Session | Supervisors Group,94,Needs to be user-friendly – Camino is an app but not user friendly – mostly the mobile view
DOCE Discovery Session | Supervisors Group,95,Camino: Large project – hard to find all related permits
DOCE Discovery Session | Supervisors Group,96,Parcel can’t see everything under it
DOCE Discovery Session | Supervisors Group,97,Can’t find under a specific address if it was resubbed in Camino
DOCE Discovery Session | Supervisors Group,98,Under demolitions in Camino – close search part to pull up building permits
DOCE Discovery Session | Supervisors Group,99,"In IPS would see zoning, demolition permit in one area see where we split parcels"
DOCE Discovery Session | Supervisors Group,100,Major issues for contractors - applications
